hitid,uid,ranking
24,3,"[367, 156, 267, 178, 133, 138, 362, 195, 190, 261, 458, 7, 155, 344, 325]"
24,6,"[195, 133, 156, 138, 261, 32, 190, 325, 362, 155]"
24,8,"[133, 362, 138, 367]"
24,9,"[362, 156, 133, 267, 261, 138, 367, 190, 344]"
24,11,"[133, 32, 458, 138, 190]"
24,15,"[195, 261, 362, 133, 458, 32, 267, 155, 344, 138, 325, 156, 190, 367, 77, 211, 445, 178, 414, 7]"
24,22,"[156, 367, 133]"
24,25,"[367, 458, 156, 344, 155, 190, 267, 138, 261]"
24,29,"[458, 261, 155, 138, 156]"
24,35,"[367, 156, 362, 267, 261, 155, 190]"
24,41,"[77, 362, 133, 32, 261, 367, 155, 267, 156]"
24,48,"[362, 32, 195, 367, 155, 190, 267, 138, 344]"
24,50,"[190, 261, 155, 156]"
24,52,"[190, 367, 156]"
24,55,"[32, 362, 195, 133, 367, 77, 156, 155, 190, 325, 138, 267, 344, 414, 7, 261, 458, 178, 211, 445]"
24,58,"[458, 367, 156, 138]"
24,68,"[261, 344, 267, 156, 138, 458, 7]"
24,69,"[32, 325, 133, 362, 261, 367, 190]"
24,71,"[362, 195, 32, 261, 133, 155, 138, 156]"
24,74,"[367, 190, 138]"
24,83,"[156, 133, 261, 138, 267, 362, 190, 155]"
24,84,"[190, 138, 367, 156, 267, 261]"
24,85,"[261, 138, 267, 155, 362, 133, 32]"
24,90,"[325, 133, 77]"
24,93,"[362, 458, 138, 155, 156]"
24,95,"[267, 138, 133, 155, 445, 190]"
24,96,"[190, 138, 155]"
24,97,"[367, 156, 267, 344]"
24,99,"[32, 362, 195, 325, 77, 458, 133, 138, 367, 261, 414]"
24,104,"[32, 133, 362, 367, 458, 414]"
24,106,"[367, 155, 267]"
24,108,"[133, 267, 138, 261, 156, 211]"
24,110,"[458, 362, 156, 7]"
24,118,"[155, 261, 133, 267, 445, 138]"
24,137,"[156, 133, 155, 267, 367, 344, 7, 211, 190, 445]"
24,138,"[178, 414, 156, 458, 7, 267, 367, 261, 138, 211, 344, 155, 190, 445]"
24,145,"[133, 362, 195, 445, 138, 190, 155, 414]"
24,152,"[155, 267, 190, 138, 133, 414, 261, 178]"
24,154,"[190, 367, 133, 362, 138, 267, 261, 155, 156, 344]"
24,158,"[133, 362, 190, 261, 367, 267]"
24,160,"[261, 155, 138, 190, 414, 458]"
24,161,"[458, 156, 190, 155, 267, 414, 133, 138, 261, 344, 7, 367]"
24,164,"[133, 367, 155, 156]"
24,165,"[133, 362, 155, 211, 156, 445, 458, 414]"
24,166,"[133, 195, 261, 414]"
24,172,"[156, 367, 133, 344, 267, 138, 155, 261, 190]"
24,175,"[7, 458, 138]"
24,177,"[138, 155, 190, 367]"
24,178,"[138, 190, 261, 367]"
24,179,"[367, 156, 155, 261, 458, 267, 344, 138, 190, 414]"
24,183,"[32, 362, 77, 261, 133, 190, 138, 155, 267]"
24,184,"[133, 155, 367]"
24,189,"[267, 138, 155, 261, 458]"
24,195,"[133, 325, 195, 77, 138, 156]"
24,196,"[362, 133, 77, 156, 32, 138, 155, 367, 458, 195]"
24,197,"[133, 458, 195, 32, 267, 138, 367, 190, 261, 156, 362, 414]"
24,198,"[133, 445, 190, 458, 367, 155, 138, 267, 261, 156, 414, 344]"
24,199,"[362, 267, 367, 190]"
24,205,"[367, 261, 133, 138, 267, 190]"
24,210,"[133, 362, 32, 267, 138, 190, 155, 156, 261, 344, 367]"
24,211,"[362, 195, 32, 77, 133, 325, 261, 367, 138, 190, 155]"
24,216,"[458, 367, 190, 156, 138]"
24,217,"[133, 190, 267, 261]"
24,222,"[133, 138, 445, 414, 261, 155, 156]"
24,224,"[133, 190, 138, 155]"
24,225,"[261, 133, 155, 190, 367, 211, 344, 267, 138]"
24,229,"[362, 133, 32, 211]"
24,230,"[362, 32, 325, 367, 133, 458, 414, 261, 7]"
24,232,"[133, 458, 156, 138, 190, 414]"
24,233,"[138, 362, 133]"
24,234,"[367, 138, 155, 267, 261, 190]"
24,239,"[138, 32, 362, 325, 133, 155, 190, 261]"
24,240,"[133, 325, 32, 458]"
24,245,"[367, 156, 458, 7, 155, 138]"
24,250,"[155, 138, 190, 261, 367]"
24,252,"[367, 7, 138]"
24,253,"[195, 133, 190, 138, 267, 155, 414, 445, 211]"
24,254,"[133, 458, 261, 362, 138]"
24,255,"[32, 362, 156, 367]"
24,256,"[362, 133, 195, 367]"
24,264,"[133, 362, 261, 195, 458, 190, 32, 267, 367, 325, 155, 445, 138, 211, 178, 156, 414, 344]"
24,266,"[156, 155, 133, 367, 458, 190]"
24,281,"[362, 155, 138, 267, 261, 344, 414, 458]"
24,286,"[362, 133, 32, 211]"
24,288,"[458, 155, 156]"
24,289,"[195, 362, 325, 32, 156, 190, 133, 414, 155, 178, 138]"
24,291,"[155, 133, 414]"
24,296,"[156, 7, 133, 155, 138, 414]"
24,297,"[32, 261, 138]"
24,301,"[32, 133, 325, 362, 195, 77, 156, 261, 458, 267, 138]"
24,306,"[133, 32, 362, 138, 156, 267, 190, 367, 261]"
24,310,"[362, 133, 344, 138, 155]"
24,320,"[155, 267, 190, 344, 138, 367, 156, 178, 133, 261]"
24,324,"[267, 138, 156, 458, 367, 133, 261, 155, 190]"
24,328,"[133, 156, 458, 261, 367]"
24,330,"[344, 133, 362, 156, 414]"
24,336,"[458, 362, 344, 367, 138, 267, 261, 190, 156, 7, 414]"
24,337,"[190, 138, 261, 133]"
24,346,"[267, 155, 156, 190, 261, 133, 367, 458, 344]"
24,351,"[32, 362, 261, 458]"
25,1,"[93, 232, 425, 284, 288, 379, 388, 403, 100, 5]"
25,3,"[288, 274, 284, 232, 93, 191, 425, 461, 379, 125, 331, 159, 388, 422, 403, 153, 100, 5, 102, 75]"
25,6,"[331, 288, 191, 284, 232, 379, 425, 93]"
25,7,"[288, 5, 379, 284]"
25,9,"[284, 425, 274, 288, 5, 102]"
25,22,"[284, 274, 125]"
25,25,"[422, 284, 288, 425, 5, 232]"
25,29,"[288, 191, 425, 5, 379]"
25,35,"[288, 403, 274, 422]"
25,52,"[288, 422, 425]"
25,55,"[232, 425, 284, 93, 403, 422, 379, 75, 461, 388, 100, 331, 288, 191, 159, 5, 125]"
25,58,"[125, 422, 153, 425, 100]"
25,68,"[191, 284, 422]"
25,73,"[125, 284, 288]"
25,74,"[153, 422, 125]"
25,83,"[93, 284, 422, 100, 425, 288, 5]"
25,84,"[422, 125, 425, 102, 288]"
25,85,"[422, 425, 232, 288, 284]"
25,90,"[75, 425, 284, 232, 191, 93, 274, 422]"
25,93,"[125, 425, 288, 284]"
25,94,"[284, 93, 425, 232]"
25,95,"[288, 125, 100, 388]"
25,96,"[388, 5, 284, 288]"
25,97,"[5, 288, 388, 125, 284]"
25,99,"[75, 331, 232, 191, 425, 93, 284, 422, 288, 125]"
25,102,"[331, 425, 422, 93, 232, 288]"
25,104,"[425, 284, 232, 191, 75, 422, 288, 159, 379, 5]"
25,106,"[284, 422, 5]"
25,110,"[284, 274, 425, 422, 288]"
25,116,"[232, 331, 288, 93, 75, 191, 425, 5]"
25,117,"[284, 288, 274]"
25,124,"[288, 284, 425, 422, 379, 388, 5, 125, 274]"
25,130,"[191, 425, 288, 153, 403, 102, 5, 388]"
25,136,"[331, 232, 284, 425, 93, 191, 75, 288, 379, 403, 125, 5, 388, 422]"
25,137,"[288, 284, 425, 422]"
25,138,"[403, 388, 284, 274, 288, 379, 5, 422, 100, 153, 191, 461, 125]"
25,145,"[425, 288, 191, 284, 388]"
25,152,"[284, 288, 388, 159, 5, 274]"
25,153,"[232, 288, 284, 274]"
25,158,"[191, 284, 288, 75, 425, 125, 403, 379]"
25,160,"[284, 288, 274]"
25,161,"[274, 284, 100, 425, 461, 153, 422, 5, 288, 403, 102, 379, 191, 125, 388, 159]"
25,164,"[288, 125, 422, 425]"
25,165,"[284, 425, 191, 288, 274, 5]"
25,166,"[232, 288, 75, 425]"
25,172,"[422, 125, 284, 75, 191, 93, 232, 331, 379]"
25,174,"[75, 284, 93, 288, 425]"
25,175,"[125, 284, 5, 288]"
25,178,"[288, 5, 284, 100, 379]"
25,184,"[284, 288, 274]"
25,193,"[153, 284, 288, 274]"
25,196,"[425, 284, 75, 422, 153, 331, 93, 379, 403, 232, 100, 191, 5, 159, 288]"
25,197,"[232, 422, 425, 75, 100, 284, 379, 93, 403, 288, 191, 5]"
25,198,"[288, 5, 388, 284, 379, 425, 274, 422, 125]"
25,199,"[153, 284, 379, 388, 288, 274, 100]"
25,202,"[284, 425, 288, 388, 331]"
25,205,"[288, 284, 403]"
25,210,"[93, 232, 75, 191, 284, 425, 288]"
25,211,"[75, 331, 191, 232, 93, 425, 288, 422, 284]"
25,214,"[425, 284, 75, 5]"
25,216,"[425, 422, 284, 288, 5, 125, 461]"
25,217,"[425, 288, 422, 232]"
25,222,"[284, 288, 5]"
25,224,"[288, 425, 284, 5]"
25,225,"[288, 274, 100, 388, 5, 422, 191, 461]"
25,227,"[425, 284, 5]"
25,228,"[425, 403, 5, 191]"
25,229,"[425, 284, 75, 191]"
25,230,"[425, 75, 93, 284, 191, 232, 422, 288, 379, 125, 403, 100, 5]"
25,233,"[422, 331]"
25,234,"[284, 288, 5]"
25,238,"[232, 93, 379, 284, 191, 288, 274, 5]"
25,239,"[425, 284, 93, 75, 422, 191, 288]"
25,240,"[331, 232, 191, 75, 284, 425, 93, 422, 125, 461]"
25,245,"[288, 422, 5]"
25,250,"[422, 425, 461, 288]"
25,252,"[425, 232, 422, 284, 5]"
25,254,"[284, 425, 232, 422, 288, 379]"
25,255,"[232, 75, 425, 331, 93, 274, 284]"
25,256,"[284, 425, 191, 5]"
25,264,"[425, 232, 191, 288, 284, 93, 331, 75, 274, 5, 159, 403, 125, 461, 100, 379]"
25,266,"[5, 284, 425, 388]"
25,276,"[284, 425, 288]"
25,281,"[232, 388, 5, 274]"
25,285,"[284, 425, 232, 5]"
25,286,"[425, 232, 284, 191, 422, 288, 274]"
25,288,"[425, 284, 288, 75]"
25,289,"[232, 93, 191, 331, 75, 288, 5]"
25,291,"[288, 403, 284, 100]"
25,296,"[284, 191, 100, 5, 425, 93, 288, 422]"
25,297,"[288, 422, 284]"
25,299,"[379, 422, 288]"
25,320,"[284, 425, 75, 191, 288]"
25,324,"[284, 288, 191, 274]"
25,330,"[93, 425, 288, 5]"
25,336,"[93, 232, 288, 388, 125, 100, 425, 403, 191, 5, 422, 461]"
25,337,"[232, 425, 284, 100, 379, 403, 274, 191, 288, 5]"
25,338,"[153, 425, 93, 288, 75, 403, 379, 191, 274]"
25,340,"[75, 5, 425, 284, 422]"
25,346,"[403, 288, 100, 388, 5, 153]"
25,351,"[288, 75, 422]"
26,1,"[283, 363, 2, 63, 403, 100]"
26,6,"[2, 283, 148, 192]"
26,9,"[405, 283, 198, 148, 88, 63]"
26,12,"[283, 405, 198, 63, 18, 148]"
26,15,"[283, 96, 405, 88, 63, 148, 326, 198, 153, 192, 422, 363, 102, 79, 2, 403, 18, 100, 160, 218]"
26,22,"[96, 88, 283]"
26,25,"[422, 2, 283, 88, 148]"
26,29,"[63, 363, 88, 192, 198]"
26,35,"[148, 405, 283, 422, 63]"
26,48,"[283, 405, 63, 198]"
26,52,"[2, 422, 283, 198]"
26,58,"[198, 283, 96, 422]"
26,68,"[63, 96, 422, 283, 405, 148, 198]"
26,69,"[192, 422, 148, 88, 363, 2, 63]"
26,71,"[96, 148, 283, 88, 405, 198, 63, 2, 326]"
26,73,"[2, 63]"
26,74,"[153, 422, 63, 148]"
26,83,"[198, 283, 422, 148, 100, 2, 63, 18]"
26,85,"[405, 422, 148, 283, 198, 18]"
26,91,"[422, 405, 326]"
26,93,"[283, 405, 148, 63, 2, 18, 198]"
26,94,"[283, 148, 363, 405, 63, 192]"
26,95,"[405, 63, 148, 160, 100]"
26,96,"[405, 283, 148]"
26,99,"[192, 283, 63, 405, 148, 96, 198, 2, 422, 18]"
26,104,"[198, 2, 148, 96, 283, 18, 363, 422, 63]"
26,106,"[192, 422, 148, 283]"
26,110,"[198, 283, 63, 2, 405]"
26,111,"[148, 192, 63, 422, 18, 2]"
26,117,"[283, 192, 88, 363]"
26,118,"[403, 63, 18]"
26,124,"[2, 422, 148, 405, 326, 283, 198, 63, 18]"
26,130,"[283, 63, 422, 198, 148, 88, 96, 153, 2, 18, 403, 102]"
26,137,"[405, 198, 422]"
26,138,"[283, 198, 96, 153, 422, 148, 18, 2]"
26,145,"[283, 198, 63, 148, 2, 18]"
26,152,"[198, 18, 63, 283, 148]"
26,154,"[153, 326, 405, 198, 2, 63, 148, 100, 18, 283]"
26,158,"[283, 192, 148, 405, 88, 63, 2, 198, 422, 18, 403]"
26,160,"[63, 283, 2]"
26,161,"[148, 63, 283, 100, 403, 153, 422, 405, 2, 218, 102]"
26,164,"[405, 148, 198, 283, 63]"
26,165,"[63, 405, 18, 198, 283, 153]"
26,166,"[18, 363, 63]"
26,172,"[198, 148, 192, 63, 2, 88, 96, 283, 405, 363]"
26,175,"[422, 63, 100, 283]"
26,177,"[63, 283, 192]"
26,178,"[63, 198, 100, 148]"
26,183,"[192, 283, 326, 63, 198, 2, 422, 405, 363, 148, 18, 100, 403]"
26,184,"[283, 63, 198, 2, 405]"
26,185,"[63, 198, 18, 160, 153]"
26,189,"[63, 148, 283]"
26,190,"[283, 192, 422, 63, 148]"
26,193,"[405, 153, 283, 63, 148, 198, 18]"
26,195,"[63, 153, 283, 148, 100, 405, 2, 18]"
26,197,"[422, 192, 283, 405, 326, 198, 63, 2, 100]"
26,198,"[363, 63, 198, 283, 326, 192, 18, 88, 2, 422]"
26,199,"[63, 153, 326, 363, 405, 148, 283, 198, 18, 96, 2, 100]"
26,202,"[63, 405, 283, 192, 148, 88, 363]"
26,205,"[198, 405, 403, 18, 63]"
26,211,"[192, 198, 283, 363, 148, 63, 88, 96, 326, 2, 405, 18]"
26,216,"[63, 2, 422, 405, 326]"
26,217,"[198, 422, 148, 405]"
26,222,"[283, 148, 198, 18, 63]"
26,224,"[198, 283, 405, 63]"
26,225,"[63, 192, 283, 326]"
26,227,"[283, 63, 18, 198, 2]"
26,230,"[198, 283, 405, 192, 63, 148, 363, 422, 326, 403, 2, 100]"
26,232,"[63, 326, 422, 283, 2, 405, 403, 100]"
26,233,"[422, 405, 198, 2]"
26,234,"[405, 283, 63]"
26,238,"[148, 63, 88, 405, 18]"
26,240,"[363, 192, 422, 2]"
26,243,"[283, 96, 198, 63, 153]"
26,245,"[405, 198, 422, 148, 283, 18, 63]"
26,250,"[283, 63, 422, 405, 148, 198]"
26,252,"[422, 63, 148, 283]"
26,253,"[363, 405, 148]"
26,254,"[283, 363, 198, 63, 2, 148, 422]"
26,255,"[192, 88, 198, 148, 326, 2]"
26,256,"[283, 63, 198, 405]"
26,266,"[63, 2, 283, 148]"
26,276,"[63, 326, 2]"
26,286,"[2, 363, 63, 283, 192, 88, 422]"
26,289,"[283, 192, 363, 198, 148, 63, 88]"
26,291,"[63, 403, 2, 100]"
26,297,"[198, 283, 405, 63, 422]"
26,299,"[422, 96, 283, 63]"
26,301,"[326, 192, 148, 405, 96, 63, 198, 283, 363, 2]"
26,306,"[192, 283, 2, 198, 148, 405]"
26,310,"[192, 283, 96, 148, 63, 18]"
26,318,"[198, 63, 405, 192, 283, 18, 88, 100, 96, 363, 102, 153, 422, 2, 403, 79, 218, 148, 160, 326]"
26,320,"[18, 405, 283, 148, 63]"
26,324,"[63, 283, 192]"
26,330,"[192, 326, 283, 63, 198, 405]"
26,336,"[198, 422, 283, 63, 148, 405, 2, 403, 100, 326, 363, 18, 160, 192]"
26,337,"[283, 63, 2, 100, 403, 18, 198]"
26,338,"[153, 283, 63, 422, 198, 18, 403, 405, 148, 88]"
26,346,"[100, 148, 192, 283, 198, 153]"
26,348,"[283, 326, 2, 63, 148, 18, 198]"
26,351,"[198, 192, 88, 96, 148, 63, 18, 2]"
27,7,"[266, 355, 350, 115]"
27,8,"[174, 280, 255]"
27,9,"[421, 355, 255, 174]"
27,15,"[255, 355, 174, 421, 408, 350, 269, 266, 436, 338, 14, 221, 448, 371, 280, 115, 62, 91, 249, 21]"
27,22,"[355, 280, 174]"
27,25,"[174, 266, 421]"
27,29,"[255, 174, 408, 355, 280, 115, 266]"
27,35,"[408, 280, 91, 338, 115, 174]"
27,48,"[255, 355, 174, 421]"
27,52,"[174, 115, 355]"
27,58,"[355, 174, 280, 115, 221]"
27,68,"[174, 255, 355, 115]"
27,69,"[255, 421, 174, 355, 350, 266, 221]"
27,72,"[355, 255, 266, 174, 280]"
27,73,"[350, 174]"
27,74,"[115, 266, 174, 280, 221]"
27,83,"[255, 174, 221, 280, 115]"
27,85,"[255, 174, 355, 221, 421]"
27,90,"[174, 255, 355, 408, 421, 280, 115]"
27,93,"[266, 355, 255, 174]"
27,94,"[255, 174, 355, 280, 115]"
27,95,"[174, 408, 355, 421, 115]"
27,96,"[266, 174, 280]"
27,97,"[174, 266, 115, 350, 280]"
27,99,"[255, 355, 174, 221, 421]"
27,102,"[255, 174, 280, 115]"
27,104,"[255, 174, 421, 266, 355, 408, 280]"
27,106,"[266, 255, 174]"
27,110,"[174, 355, 255, 221, 280, 350]"
27,116,"[255, 355, 174, 338, 436, 115, 266]"
27,117,"[421, 355, 174, 221]"
27,118,"[355, 174, 408]"
27,130,"[421, 355, 255, 174, 408, 280, 350, 266, 115, 221]"
27,137,"[255, 355, 115, 221, 280]"
27,138,"[408, 338, 355, 174, 115, 421, 371, 280, 91, 255, 448]"
27,152,"[115, 266, 174, 269, 280, 255]"
27,154,"[174, 255, 408, 115, 266, 280, 221, 421, 269]"
27,158,"[421, 174, 255, 355, 280, 266]"
27,160,"[266, 174, 355, 280, 255]"
27,161,"[174, 421, 266, 115, 221, 355, 255, 350, 280, 21]"
27,164,"[174, 115, 355, 221]"
27,165,"[255, 421, 174, 115, 280, 355, 221]"
27,166,"[174, 255, 355]"
27,172,"[174, 355, 255, 421, 371, 408, 221, 350]"
27,174,"[174, 355, 255, 280, 421]"
27,175,"[115, 221, 355, 174, 266]"
27,177,"[355, 174, 280, 421]"
27,178,"[174, 421, 355, 266, 280, 115]"
27,183,"[255, 174, 421, 355, 371, 338]"
27,184,"[355, 255, 266, 174]"
27,189,"[266, 355, 174]"
27,193,"[255, 174, 266, 371]"
27,195,"[355, 255, 174, 421, 350, 221, 371, 266, 91, 338, 280, 115]"
27,196,"[174, 355, 421, 255, 266]"
27,197,"[255, 174, 355, 408, 421, 266]"
27,198,"[266, 174, 355, 421, 255, 115, 280]"
27,199,"[355, 174, 280, 266, 115]"
27,202,"[174, 355, 266, 255]"
27,205,"[174, 355, 255, 280]"
27,208,"[255, 266, 174, 221, 115, 355, 338]"
27,210,"[255, 174, 355, 421]"
27,211,"[255, 355, 174, 371, 421, 350]"
27,216,"[174, 266, 408, 280, 115]"
27,217,"[174, 255, 355, 115]"
27,222,"[174, 280, 221]"
27,224,"[174, 255, 355]"
27,225,"[174, 355, 115, 280, 421, 221, 266, 255, 249]"
27,230,"[255, 355, 174, 280, 115]"
27,233,[280]
27,234,"[174, 115, 255]"
27,238,"[255, 355, 421, 408, 280, 115, 174]"
27,239,"[174, 355, 255, 266, 115]"
27,240,"[421, 174, 355, 255, 62, 408, 371, 266]"
27,243,"[174, 255, 421, 266]"
27,245,"[255, 355, 174, 115, 280, 266, 350]"
27,250,"[174, 355, 255, 371, 280, 115]"
27,252,"[350, 255, 338, 280, 115, 221]"
27,254,"[255, 174, 355, 421]"
27,255,"[255, 355, 174]"
27,256,"[355, 174, 421, 115, 280]"
27,264,"[355, 255, 174, 249, 371, 266, 338, 408, 14, 350, 91, 421, 21, 115, 280, 269, 221]"
27,266,"[255, 355, 174, 280]"
27,276,"[174, 255, 355]"
27,281,"[421, 355, 255, 174, 350]"
27,286,"[255, 174, 421, 355, 280]"
27,288,"[266, 355, 174]"
27,289,"[174, 355, 255]"
27,291,"[174, 266, 421, 255, 355]"
27,296,"[280, 115, 355, 255, 174, 221, 350]"
27,297,"[174, 280, 355, 266, 115]"
27,299,"[266, 221, 174]"
27,306,"[255, 174, 355]"
27,320,"[174, 355, 338, 14, 115, 350, 280]"
27,324,"[350, 355, 255, 174, 266, 421, 280]"
27,329,"[338, 355, 448]"
27,330,"[255, 355, 174]"
27,336,"[408, 174, 280, 255, 355, 115, 421]"
27,337,"[255, 355, 174, 221, 266, 115]"
27,345,"[266, 174, 355, 338, 269, 448, 421, 115, 62, 255, 280, 14, 371, 21, 436, 408, 221, 91, 350, 249]"
27,346,"[174, 350, 266, 115, 269, 421, 280, 255]"
27,348,"[174, 255, 355, 421, 280, 115, 221, 266]"
27,351,"[421, 174, 355, 255, 266, 280]"
28,2,"[133, 455, 213, 37]"
28,5,"[455, 213, 175, 37]"
28,7,"[213, 129, 133, 37, 270]"
28,9,"[362, 293, 213, 455, 195, 133]"
28,14,"[455, 133, 213, 270, 37]"
28,19,"[213, 37, 77, 183, 133, 455, 32, 239, 175, 129, 270, 465, 362]"
28,29,"[293, 213, 455, 133, 37]"
28,33,"[455, 133, 37, 183, 213]"
28,39,"[455, 133, 213, 37]"
28,41,"[455, 133, 77, 362, 32, 213, 219, 239]"
28,47,"[455, 133, 213, 183, 175]"
28,48,"[32, 362, 213, 133, 455]"
28,53,"[175, 455, 37]"
28,57,"[195, 183, 213, 133, 455, 175]"
28,58,"[37, 129, 455]"
28,64,"[133, 455, 219, 213, 293, 32, 37, 175, 362, 239]"
28,69,"[455, 133, 325, 219, 175, 362, 32]"
28,80,"[133, 455, 37, 213]"
28,81,"[133, 213, 239, 455]"
28,82,"[455, 213, 37]"
28,83,"[455, 133, 213, 293, 37]"
28,84,"[293, 213, 455, 325, 37, 175]"
28,85,"[455, 213, 133, 37]"
28,88,"[99, 133, 455, 175, 37, 356]"
28,94,"[37, 239, 362, 195, 133, 175, 213, 129, 99, 455]"
28,95,"[133, 37, 213, 270, 362, 455]"
28,98,"[133, 455, 175, 293, 213]"
28,100,"[213, 133, 77, 362, 32, 455, 293]"
28,102,"[271, 213, 32, 465, 133, 455, 183, 37]"
28,104,"[133, 455, 219, 293, 362, 32, 175, 465]"
28,106,"[213, 356, 455]"
28,107,"[455, 213, 37, 133]"
28,108,"[133, 183, 213]"
28,123,"[455, 133, 219, 77, 293, 32, 195]"
28,124,"[219, 455, 465, 133, 213, 271, 239]"
28,131,"[455, 213, 133]"
28,135,"[455, 175, 213, 32, 293]"
28,136,"[77, 325, 362, 32, 213, 195, 133, 455, 37, 175]"
28,145,"[133, 213, 293, 239, 455, 362]"
28,147,"[219, 133, 213, 455, 195, 183, 99, 129, 37]"
28,157,"[455, 362, 293, 77, 213, 133, 465, 325]"
28,158,"[133, 293, 362, 455, 213, 465]"
28,160,"[213, 183, 455, 133]"
28,161,"[293, 271, 37, 213, 270, 455, 133, 239, 129, 175, 183, 325, 356, 362, 465, 219]"
28,162,"[362, 455, 325, 133, 213, 32, 77]"
28,167,"[213, 195, 175, 37, 362, 455, 133, 129]"
28,170,"[32, 325, 455, 77, 133, 362, 293, 213, 175, 195, 37]"
28,171,"[455, 213, 239, 37]"
28,175,"[37, 239, 129]"
28,176,"[195, 455, 133]"
28,180,"[133, 455, 32, 293, 362, 183]"
28,181,"[129, 270, 37, 213, 455, 239, 362]"
28,185,"[183, 32, 175, 129, 455, 213]"
28,190,"[133, 455, 465]"
28,195,"[133, 325, 195, 77, 175, 455, 183]"
28,196,"[133, 77, 362, 213, 239, 293, 32, 195]"
28,197,"[293, 133, 455, 32, 465, 362, 213, 175]"
28,198,"[455, 133, 213, 37, 465, 77, 270]"
28,201,"[455, 133, 213]"
28,209,"[219, 133, 195, 362, 213]"
28,212,"[455, 133, 195, 293, 175, 37, 213]"
28,213,"[213, 175, 293, 133, 455, 362]"
28,217,"[219, 213, 133, 455]"
28,220,"[195, 362, 32, 129, 271, 213, 133, 455, 175]"
28,225,"[455, 133, 213, 37, 183, 129, 175]"
28,230,"[362, 325, 32, 219, 293, 455, 175, 465, 133, 213]"
28,231,"[133, 219, 455, 213, 175, 293]"
28,232,"[133, 129, 239, 37]"
28,233,"[455, 356, 362, 77, 133]"
28,240,"[133, 325, 455, 213, 32, 175, 37]"
28,241,"[213, 183, 455, 133, 175, 239, 37, 271, 77]"
28,242,"[455, 133, 213]"
28,256,"[362, 455, 213, 133]"
28,257,"[455, 239, 219, 213]"
28,258,"[213, 455, 37, 239, 270]"
28,265,"[455, 133, 183, 213, 175, 37]"
28,268,"[133, 455, 213, 77, 293, 183, 37, 465]"
28,280,"[465, 37, 175]"
28,283,"[455, 37, 133]"
28,287,"[133, 455, 219, 362, 32, 293, 213]"
28,293,"[455, 213, 133, 293, 37]"
28,295,"[175, 133, 362, 219, 293]"
28,297,"[293, 133, 213, 32]"
28,298,"[455, 362, 213]"
28,300,"[213, 183, 175, 133, 239, 219, 455]"
28,302,"[213, 37, 129, 271, 175, 133, 356, 239, 362, 219, 77, 270, 99, 465, 183, 195, 293, 325, 32, 455]"
28,305,"[455, 129, 293, 32, 133, 362, 219, 239]"
28,306,"[133, 32, 362, 213, 455, 293, 175, 37]"
28,308,"[293, 362, 133, 455, 175, 213]"
28,310,"[455, 133, 362, 213, 37, 175]"
28,311,"[37, 213, 239, 270, 455]"
28,313,"[133, 455, 213, 195]"
28,320,"[213, 37, 455, 133]"
28,324,"[213, 133, 455, 293, 37]"
28,327,"[32, 455, 271, 195, 219, 133, 37]"
28,330,"[455, 133, 213, 465]"
28,332,"[133, 455, 213, 37]"
28,343,"[213, 133, 37, 129, 455]"
28,346,"[219, 133, 455, 239, 37, 213]"
28,348,"[133, 213, 455, 175]"
29,2,"[161, 171, 41, 5, 308, 286, 20, 447, 467, 265]"
29,5,"[171, 41, 161, 20, 308, 265, 467]"
29,7,"[41, 161, 467, 5, 308, 265, 447, 20]"
29,9,"[286, 41, 161, 20, 265]"
29,14,"[161, 467, 171, 56, 308]"
29,19,"[161, 467, 125, 56, 388, 308, 41, 171, 5, 20]"
29,27,"[161, 41, 20, 171, 467, 308]"
29,29,"[161, 56, 467, 20, 265, 5, 447, 171, 41]"
29,33,"[41, 161, 447, 171, 467, 308, 5, 20]"
29,39,"[161, 56, 20, 171, 125, 308, 41, 5, 265, 447]"
29,41,"[161, 56, 20, 171, 286, 41, 125, 467, 5, 447, 308, 265, 370]"
29,48,"[41, 161, 308, 171]"
29,57,"[161, 41, 447, 308, 467, 265, 5]"
29,58,"[161, 125, 41]"
29,64,"[286, 56, 467, 171, 20, 161, 308, 41, 125, 265, 447, 309, 12]"
29,69,"[56, 20, 467, 171, 370, 161, 265, 41, 308, 388]"
29,78,"[41, 161, 20, 56, 5]"
29,80,"[5, 41, 467, 388, 20]"
29,82,"[41, 467, 447, 388, 308, 171, 265, 20]"
29,83,"[161, 56, 467, 171, 41, 20, 447]"
29,84,"[467, 171, 161, 125, 308, 447, 265, 41, 309]"
29,85,"[41, 308, 20]"
29,94,"[41, 20, 171, 308, 467]"
29,95,"[161, 41, 171, 20]"
29,97,"[171, 308, 5, 467, 41, 265, 309, 161, 20, 388, 125]"
29,98,"[56, 20, 161, 308, 467, 171]"
29,100,"[56, 5, 467, 161, 308, 41]"
29,102,"[161, 171, 308, 41]"
29,104,"[161, 286, 171, 56, 20, 467, 308, 41, 265, 309, 5]"
29,106,"[265, 161, 41, 171, 308, 467]"
29,117,"[56, 161, 20, 41, 286, 171, 467]"
29,124,"[161, 20, 171, 308, 41, 388, 467, 56, 125]"
29,131,"[41, 171, 308, 5, 467, 161, 20]"
29,135,"[467, 161, 56, 20, 5, 171, 41, 308, 265]"
29,136,"[56, 20, 467, 308, 161, 265, 447, 5, 125]"
29,145,"[41, 467, 20, 171, 161, 308]"
