hitid,uid,ranking
16,38,"[36, 149, 345, 30]"
16,39,"[3, 36, 345, 121, 149]"
16,48,"[36, 262, 345, 3, 305, 149, 42]"
16,51,"[3, 149, 345, 30]"
16,53,"[149, 76, 345]"
16,54,"[36, 3, 121, 149, 305, 262, 345, 30, 351, 245, 402, 101]"
16,58,"[345, 30, 149, 42]"
16,60,"[345, 30, 3, 305]"
16,61,"[149, 262, 36, 101, 134, 3]"
16,67,"[36, 345, 305, 101, 121, 149]"
16,69,"[121, 245, 464, 78, 305, 36, 42, 228, 3, 101, 262, 134]"
16,71,"[111, 121, 36, 305, 78, 464, 42]"
16,74,"[3, 345, 402, 149, 76, 30]"
16,80,"[42, 36, 30, 345, 305, 78, 149]"
16,82,"[30, 345, 149, 76, 36]"
16,83,"[351, 3, 101, 464, 121, 76, 345, 42, 262, 111, 36, 305, 228]"
16,85,"[111, 78, 76, 3, 345, 245, 30, 464, 42, 351, 36, 305, 228, 149]"
16,90,"[3, 78, 76, 262, 345, 121, 111, 42, 36, 245, 464, 30, 305, 149, 134, 351]"
16,95,"[36, 351, 149, 262, 345]"
16,98,"[149, 36, 101, 245]"
16,100,"[3, 76, 36, 149, 78, 345, 30]"
16,102,"[3, 36, 149, 345]"
16,104,"[36, 121, 3, 78, 345, 30, 464, 149, 134, 262]"
16,106,"[3, 149, 36]"
16,108,"[149, 345, 101]"
16,117,"[36, 464, 78, 345, 149]"
16,119,"[345, 78, 149, 42, 3]"
16,120,"[3, 345, 76, 111, 78, 404, 30, 36, 245, 149, 262, 305, 121, 42, 101, 134, 402, 351, 228, 464]"
16,124,"[36, 3, 305, 262, 78, 134]"
16,130,"[36, 345, 30, 3, 76, 464, 111, 262, 42, 78, 245, 305, 149]"
16,134,"[76, 305, 464, 245, 3, 228]"
16,136,"[134, 228, 245, 78, 464, 111, 305, 36, 149, 101, 42]"
16,144,"[3, 30, 134, 149, 36]"
16,145,"[3, 111, 78, 305, 245, 36, 76, 345, 30, 42, 262, 464]"
16,160,"[464, 76, 78, 305, 262]"
16,161,"[101, 30, 345, 351, 3, 262, 305, 464, 36, 245, 402, 149, 78, 76]"
16,163,"[30, 345, 149]"
16,165,"[111, 305, 345, 3, 245, 262, 351]"
16,167,"[78, 76, 36, 245, 305, 3, 345, 402, 101, 262, 134, 149, 30, 351, 404, 111, 121]"
16,168,"[42, 245, 149, 305, 464]"
16,176,"[36, 149, 305]"
16,178,"[345, 30, 36, 42]"
16,179,"[345, 30, 262, 36, 42, 351]"
16,180,"[36, 149, 262, 101]"
16,184,"[464, 3, 78, 149]"
16,185,"[3, 149, 345, 36, 245, 402, 76, 78]"
16,187,"[464, 78, 305, 36, 149, 42, 111]"
16,190,"[464, 262, 42, 345, 78, 3, 149, 111]"
16,191,"[3, 76, 36, 121, 345, 30, 149]"
16,192,"[36, 42, 245, 101, 345, 121, 111, 351, 134, 30, 228, 404, 305, 262, 78, 464, 3, 149]"
16,195,"[464, 78, 36, 345, 111, 402, 149, 3, 305, 30, 101]"
16,196,"[36, 402, 3, 305, 262, 464, 245, 42, 345, 78, 111, 101]"
16,200,"[42, 3, 404, 351, 245, 149, 101, 305]"
16,201,"[36, 345, 149]"
16,205,"[3, 36, 76, 149, 305]"
16,211,"[36, 121, 76, 3, 404, 245, 262, 228, 78, 305, 464, 42, 134, 30, 345, 149]"
16,212,"[78, 464, 149, 36, 42, 345, 305, 262, 101, 245]"
16,214,"[149, 464, 78, 305]"
16,217,"[3, 36, 345, 30, 262, 149]"
16,223,"[464, 262, 149]"
16,224,"[36, 76, 345, 30, 3, 262]"
16,229,"[36, 78, 101, 305, 262, 134, 245, 111, 42, 345]"
16,231,"[30, 345, 42, 262, 101, 464, 149, 36, 3]"
16,232,"[36, 76, 262, 345, 351, 464, 149, 402]"
16,233,"[149, 345, 36, 121]"
16,240,"[134, 101, 305, 262, 351, 245, 464]"
16,242,"[36, 3, 345, 30, 76, 149]"
16,243,"[36, 3, 262, 78, 149]"
16,244,"[36, 345, 30, 149]"
16,250,"[36, 76, 149]"
16,261,"[3, 36, 76, 228, 402, 42, 351, 121, 262, 245, 345, 149, 464, 305, 111, 101, 30, 78, 134, 404]"
16,263,"[36, 3, 149]"
16,265,"[345, 30, 464, 36, 262, 305, 149]"
16,266,"[42, 262, 3, 345, 245, 149, 78]"
16,268,"[3, 76, 36, 464, 30, 262, 228, 345, 42, 305, 402, 134]"
16,270,"[345, 149, 76, 245, 3]"
16,281,"[149, 345, 245]"
16,286,"[36, 76, 42, 464, 111, 245, 305, 149]"
16,288,"[149, 345, 30]"
16,296,"[149, 351, 402, 305, 78, 464, 36, 3]"
16,297,"[3, 36, 345]"
16,299,"[149, 3, 76]"
16,308,"[245, 464, 78, 305, 101, 111, 121, 36, 3, 42, 345, 30]"
16,310,"[3, 345, 464, 149]"
16,312,"[30, 345, 351, 76, 149, 101, 3]"
16,318,"[3, 121, 42, 402, 228, 404, 262, 78, 149, 76, 134, 111, 36, 464, 245, 101, 305, 345, 30, 351]"
16,327,"[36, 3, 42, 149, 228, 78]"
16,329,"[42, 111, 149]"
16,330,"[3, 36, 149]"
16,331,"[464, 404, 305, 78, 228, 42, 111, 101, 76, 36, 3, 262, 245, 149, 345, 30]"
16,332,"[3, 36, 149, 345]"
16,338,"[36, 262, 402, 464, 305, 149]"
16,348,"[134, 36, 345, 78, 305, 42, 3, 262, 149]"
17,7,"[291, 152, 124, 130]"
17,11,"[349, 291, 152, 124]"
17,15,"[329, 124, 291, 349, 317, 68, 189, 70, 258, 381, 389, 130, 19, 212, 65, 321, 17, 341, 152, 227]"
17,18,"[130, 349, 70, 329, 291, 124]"
17,19,"[130, 381, 349, 329, 291, 124, 65, 152, 68, 321, 212, 17]"
17,28,"[124, 291, 349]"
17,29,"[291, 389, 152]"
17,32,"[130, 349, 124, 70, 329, 258, 291, 317, 341, 68]"
17,34,"[130, 291, 349]"
17,39,"[317, 130, 70, 291, 389]"
17,48,"[130, 258, 70, 68, 317]"
17,51,"[291, 124, 130]"
17,53,"[227, 317, 212]"
17,54,"[130, 389, 349, 124, 152, 329, 317, 70, 291]"
17,56,"[130, 258, 317, 291, 349, 70, 124]"
17,58,"[124, 291, 349]"
17,60,"[152, 329, 130]"
17,61,"[124, 291, 130, 349, 227, 389]"
17,67,"[152, 291, 130, 389]"
17,69,"[130, 349, 70, 19, 317, 341, 68, 65]"
17,71,"[152, 317, 124, 70, 329]"
17,74,"[291, 329, 258, 70, 349, 152]"
17,81,"[130, 68, 124, 329, 70]"
17,83,"[258, 341, 389, 124, 349, 130, 68, 70]"
17,84,"[349, 124, 291, 130, 329, 258, 152]"
17,85,"[70, 130, 68, 317, 341]"
17,90,"[349, 389, 130, 124, 258, 70, 317, 212, 152, 291, 341, 68, 329, 17, 19, 65, 381, 227, 189]"
17,95,"[152, 130, 124, 68]"
17,98,"[124, 291, 329, 349, 152, 70, 130]"
17,104,"[130, 258, 70, 349, 329, 68, 124]"
17,106,"[70, 381, 349]"
17,108,"[349, 291, 152]"
17,113,"[317, 258, 70, 130, 68, 124]"
17,119,"[389, 258, 124]"
17,120,"[291, 152, 329, 124, 349, 321, 68, 317, 19, 389, 70, 381, 258, 65, 17, 189, 130, 227, 212, 341]"
17,124,"[291, 349, 329, 124, 70, 130, 152]"
17,125,"[152, 124, 349, 329]"
17,130,"[124, 130, 349, 65, 70, 317, 258, 291, 68, 329]"
17,134,"[124, 70, 381, 329, 258, 317]"
17,135,"[130, 381, 329, 291, 70, 258, 152]"
17,136,"[317, 258, 212, 70, 130, 349, 341, 321, 124, 19, 291, 68, 65]"
17,139,"[258, 349, 124, 317, 130, 70, 291, 212, 152, 68, 341]"
17,144,"[329, 152, 349, 291]"
17,160,"[329, 124, 291]"
17,161,"[124, 70, 381, 329, 258, 152, 291, 212, 130, 68, 189, 349]"
17,163,"[65, 19, 341]"
17,165,"[130, 321, 329, 349, 124, 291, 70]"
17,168,"[70, 124, 317, 130]"
17,176,"[291, 124, 68]"
17,178,"[349, 124, 291, 152]"
17,179,"[349, 124, 291, 329]"
17,180,"[329, 152, 349, 317]"
17,184,"[130, 124, 291]"
17,185,"[329, 291, 321, 70, 124, 152]"
17,187,"[291, 130, 65, 329]"
17,190,"[349, 130, 329, 152]"
17,195,"[291, 124, 68, 329, 152]"
17,196,"[258, 317, 349, 65, 130, 212, 70, 291, 68, 341, 124, 17, 321, 381]"
17,200,"[65, 19, 130, 317]"
17,201,"[130, 124, 349, 291, 381]"
17,205,"[329, 152, 349, 291]"
17,206,"[329, 258, 389, 381, 124]"
17,211,"[130, 17, 152, 258, 317, 349, 124, 329, 291, 212, 321, 381, 68, 389, 341, 19, 65, 70]"
17,212,"[130, 349, 317, 291, 68, 152, 258, 124, 329, 70, 381]"
17,214,"[130, 70, 258, 65, 317, 152, 381, 124]"
17,217,"[130, 152, 349, 124, 70, 329]"
17,224,"[130, 70, 124, 349]"
17,228,"[317, 291, 329]"
17,229,"[130, 329, 124, 70, 68, 19, 317, 258, 291, 389, 341]"
17,231,"[130, 70, 349, 68, 258]"
17,232,"[317, 130, 124, 349, 329]"
17,233,"[349, 152, 329, 291]"
17,235,"[291, 70, 130]"
17,240,"[130, 70, 349, 291, 317, 329, 258, 212, 124, 68]"
17,241,"[349, 317, 124, 258, 70, 291, 329, 68, 130, 189, 389, 152]"
17,243,"[349, 329, 124, 130, 291, 70, 317]"
17,244,"[291, 124, 130, 317]"
17,250,"[70, 130, 349, 291, 329]"
17,261,"[317, 130, 349, 258, 70, 124, 341, 189, 212, 291, 329, 65, 68, 19, 152, 381, 17, 227, 389, 321]"
17,263,"[317, 124, 70]"
17,268,"[317, 291, 70, 130, 212, 329, 258, 68, 349, 321, 124, 152]"
17,281,"[389, 70, 227]"
17,288,"[349, 291, 152]"
17,290,"[130, 258, 70, 317, 349, 124, 291, 68, 152, 329, 389]"
17,292,"[317, 329, 130]"
17,296,"[349, 68, 130, 70, 124, 291]"
17,297,"[130, 70, 317, 329]"
17,299,"[349, 291, 124]"
17,308,"[349, 68, 130, 317, 291, 70, 389, 124]"
17,310,"[130, 124, 389]"
17,311,"[152, 291, 130, 381, 124, 70]"
17,317,"[291, 130, 68, 70]"
17,318,"[130, 70, 317, 349, 341, 189, 124, 329, 227, 321, 68, 258, 19, 65, 17, 212, 152, 389, 291, 381]"
17,327,"[349, 152, 291, 389, 317, 130, 212, 19, 17, 329, 227]"
17,329,"[19, 291, 68]"
17,330,"[124, 317, 130]"
17,332,"[130, 291, 329, 152]"
17,338,"[349, 329, 291, 152]"
17,343,"[389, 124, 130, 329, 68]"
17,348,"[130, 317, 349, 341, 70, 258, 329, 124]"
18,5,"[225, 252, 176, 316, 352, 453]"
18,7,"[3, 33, 18, 176]"
18,9,"[61, 3, 230, 352, 33]"
18,12,"[252, 466, 453, 18, 444, 33]"
18,14,"[352, 230, 225, 3, 176, 452, 33]"
18,19,"[230, 18, 352, 454, 453, 225, 444, 252, 466, 3, 61]"
18,26,"[3, 453, 466]"
18,27,"[3, 61, 176, 225]"
18,29,"[18, 454, 225, 452, 466]"
18,33,"[3, 444, 61, 225, 452]"
18,39,"[225, 3, 252, 176, 352, 453, 452]"
18,41,"[3, 252, 176, 225, 453, 33, 452, 230, 454, 276]"
18,43,"[3, 176, 454, 316, 252]"
18,47,"[225, 61, 252, 3]"
18,48,"[176, 453, 61, 352]"
18,53,"[225, 3, 452, 466]"
18,57,"[352, 18, 142, 3, 454, 176, 225]"
18,58,"[252, 33, 466]"
18,64,"[352, 252, 278, 61, 18, 225, 176, 453, 3, 454, 33, 230]"
18,69,"[176, 225, 230, 453, 316, 352, 61, 454]"
18,71,"[252, 225, 176, 352, 3]"
18,80,"[61, 252, 352, 225, 365]"
18,82,"[466, 454, 452]"
18,83,"[225, 352, 33, 3, 453, 454, 252, 176, 61, 452]"
18,84,"[3, 454, 453]"
18,85,"[3, 61, 444, 352, 225, 452, 252, 176, 18, 33, 454]"
18,88,"[3, 225, 230, 365, 278]"
18,94,"[3, 252, 225, 61, 33, 454, 453, 176]"
18,95,"[278, 453, 252]"
18,97,"[18, 176, 453, 352, 252, 61, 466]"
18,98,"[230, 33, 225]"
18,100,"[3, 225, 352, 452]"
18,102,"[3, 453, 454]"
18,104,"[176, 3, 230, 252, 33, 225, 18, 453]"
18,106,"[453, 466, 3, 452]"
18,124,"[3, 278, 18, 452]"
18,125,"[3, 142, 230]"
18,131,"[33, 453, 454, 176, 225, 3]"
18,135,"[225, 3, 33, 452]"
18,136,"[225, 252, 444, 61, 453, 352, 176, 3]"
18,145,"[3, 61, 252, 230, 176, 18, 33, 352, 225, 466]"
18,146,"[3, 453, 176, 454]"
18,147,"[3, 252, 466, 352, 230, 452]"
18,148,"[252, 453, 276, 278, 316, 230, 176, 466, 61, 3, 365, 452, 225, 444, 285, 18, 352, 33, 142, 454]"
18,157,"[453, 225, 3, 352, 33, 316, 61]"
18,158,"[453, 252, 3, 61, 176, 18, 33, 454, 278]"
18,160,"[225, 352, 61, 3, 252]"
18,161,"[225, 444, 278, 33, 3, 352, 454, 453, 142]"
18,162,"[225, 176, 252, 453, 3, 352]"
18,167,"[453, 454, 3, 252, 176, 33, 230, 466, 61, 316, 452, 278, 225, 365]"
18,170,"[176, 230, 316, 252, 276, 61, 453, 225, 352, 444, 454, 3, 18, 452, 33, 466, 278, 365]"
18,171,"[18, 454, 225]"
18,175,"[176, 33, 454, 3]"
18,176,"[252, 18, 225]"
18,180,"[252, 453, 176, 454]"
18,181,"[3, 278, 453, 454, 225, 230, 444, 33, 466]"
18,185,"[3, 18, 142, 33, 444]"
18,190,"[466, 3, 252, 61, 225]"
18,194,"[352, 142, 316, 252, 225, 444, 3, 61]"
18,195,"[18, 466, 225, 3, 33]"
18,196,"[276, 252, 176, 453, 3, 61, 352, 33, 225, 444, 230, 365, 316]"
18,197,"[3, 176, 453, 316, 230, 61, 352, 33, 452]"
18,201,"[252, 452, 466]"
18,205,"[3, 452, 466]"
18,209,"[252, 352, 225, 453, 3]"
18,213,"[316, 176, 352, 33, 230, 18, 3, 454, 466, 453, 225, 452]"
18,214,"[453, 352, 225, 252]"
18,217,"[3, 33, 176, 453, 454]"
18,220,"[176, 252, 225, 61, 3, 453, 316, 352, 452]"
18,225,"[3, 176, 18, 230, 454, 365]"
18,231,"[33, 454, 453, 225, 3, 252]"
18,232,"[225, 33, 176]"
18,233,"[33, 453, 454]"
18,240,"[352, 33, 452, 176, 453]"
18,241,"[225, 3, 453, 252, 278, 454, 18, 230, 352, 466]"
18,242,"[252, 18, 3, 454]"
18,244,"[176, 18, 453]"
18,256,"[225, 3, 33, 444]"
18,257,"[278, 3, 252, 452, 454]"
18,258,"[225, 454, 453, 452]"
18,265,"[225, 3, 33]"
18,268,"[225, 453, 3, 252, 454, 352, 466, 176, 278]"
18,283,"[3, 18, 252, 453, 230]"
18,287,"[3, 33, 61]"
18,293,"[3, 225, 352, 252, 142, 230]"
18,297,"[33, 225, 18]"
18,299,"[453, 3, 454]"
18,300,"[225, 3, 33]"
18,305,"[252, 278, 225, 230, 176, 33, 453, 3]"
18,306,"[176, 225, 61, 252, 3, 352]"
18,308,"[352, 225, 316, 252, 230, 176, 453, 61, 3, 452, 278]"
18,311,"[33, 278, 452, 466]"
18,320,"[18, 453, 176, 466, 352, 61, 454]"
18,323,"[3, 352, 142, 453, 252, 466]"
18,324,"[225, 176, 252, 453, 61, 352, 365]"
18,327,"[252, 176, 61, 278, 3, 453, 466]"
18,330,"[3, 176, 453]"
18,343,"[3, 252, 33, 453, 225]"
18,346,"[454, 252, 466, 365, 453, 278]"
18,348,"[225, 252, 352, 61, 176, 18, 3]"
19,2,"[254, 210, 20, 268, 128, 26, 136, 60]"
19,5,"[128, 136, 53, 20, 26]"
19,7,"[26, 136, 128, 53, 268, 20, 123]"
19,9,"[430, 53, 20, 123, 210, 136, 128]"
19,12,"[20, 56, 53, 463, 188, 128, 123, 254, 1]"
19,14,"[53, 128, 56, 20, 136, 268, 430, 188, 26, 123]"
19,17,"[128, 20, 268, 53, 188, 136, 254]"
19,19,"[26, 53, 268, 20, 430, 254, 210, 128, 136, 60, 123, 56, 193, 188]"
19,26,"[20, 128, 254, 268]"
19,27,"[128, 20, 136, 430, 123]"
19,29,"[136, 188, 128, 20, 254, 268]"
19,33,"[430, 254, 6, 123, 53, 268]"
19,39,"[56, 20, 136, 53, 254, 123]"
19,41,"[56, 128, 20, 268, 26, 254, 136]"
19,48,"[136, 430, 300, 123]"
19,53,"[193, 268, 20]"
19,57,"[136, 60, 128, 430, 268, 53, 193, 26, 123]"
19,58,"[26, 60, 53, 136, 128]"
19,64,"[56, 193, 20, 430, 254, 128, 210, 268, 188, 123, 53, 136, 54, 463, 1]"
19,69,"[56, 430, 20, 53, 128, 300, 193, 254]"
19,82,"[254, 20, 136, 26, 53, 128]"
19,83,"[128, 53, 463, 136, 268, 26, 193, 210, 56, 54, 123, 430]"
19,84,"[53, 268, 128, 123, 210, 26]"
19,85,"[193, 430, 136, 53, 463, 128, 20, 268, 123]"
19,90,"[128, 53, 56, 20, 430, 188, 268, 26, 254, 136, 123]"
19,94,"[430, 20, 210, 128, 123, 53, 463, 6, 136]"
19,95,"[254, 268, 128]"
19,97,"[128, 20, 268, 53, 254, 430]"
19,98,"[56, 20, 254, 136]"
19,100,"[430, 128, 56, 53, 268, 188]"
19,102,"[430, 136, 254]"
19,104,"[56, 188, 128, 20, 1, 53, 254, 26, 268]"
19,106,"[53, 136, 254]"
19,124,"[254, 20, 53, 128, 26, 210, 56, 123, 6]"
19,131,"[128, 53, 136, 268, 20, 123, 54]"
19,135,"[53, 188, 136, 20, 268, 128, 254]"
19,136,"[20, 56, 26, 193, 300, 254, 54, 53, 136, 463, 123]"
19,145,"[128, 430, 53, 136, 56, 193, 210, 60, 20, 123]"
19,146,"[128, 210, 60, 136, 123]"
19,147,"[26, 128, 193, 136, 60, 56, 20, 53, 254, 188]"
19,157,"[128, 254, 20, 210, 56, 136, 430, 53, 268, 123, 26, 188]"
19,158,"[20, 56, 128, 26, 210, 53, 188, 123, 254, 268, 136, 60]"
19,160,"[193, 128, 254, 123, 136, 20, 430, 268, 53]"
19,161,"[193, 26, 188, 210, 128, 54, 123, 56, 60, 254, 53, 268, 136, 6, 20]"
19,162,"[20, 56, 188, 128, 123, 193, 254, 136]"
19,164,"[136, 53, 254, 26]"
19,167,"[136, 210, 6, 26, 20, 54, 123, 53, 463, 128, 254, 268, 56, 1]"
19,170,"[20, 56, 210, 430, 53, 254, 128, 300, 26, 54, 188, 136]"
19,171,"[128, 26, 254, 136]"
19,175,"[20, 53, 123, 136, 128, 254]"
19,176,"[136, 128, 254]"
19,180,"[430, 20, 128, 254]"
19,181,"[60, 128, 268, 136, 26, 20, 123, 53, 56, 254]"
19,183,"[56, 20, 193, 128, 26, 53, 188, 268, 254, 210, 136, 60]"
19,185,"[128, 6, 60, 123, 268, 136]"
19,190,"[128, 193, 56]"
19,195,"[193, 20, 254, 128, 188, 430, 268, 136]"
19,196,"[53, 56, 20, 128, 26, 300, 60, 188, 210, 463, 123, 254, 54, 1, 193]"
19,197,"[26, 210, 20, 56, 53, 136, 128, 6]"
19,198,"[20, 136, 56, 193, 128, 254, 53, 268, 123]"
19,201,"[56, 128, 53]"
19,209,"[128, 26, 53, 136, 56, 20, 123]"
19,213,"[20, 26, 56, 136, 254, 268, 123, 128, 53, 188]"
19,214,"[254, 128, 136, 20]"
19,217,"[128, 26, 188, 136]"
19,220,"[128, 20, 56, 136, 354, 430, 53, 123, 463]"
19,224,"[20, 128, 123]"
19,225,"[254, 1, 268, 6, 20, 136, 193, 26, 128, 188]"
19,231,"[26, 60, 53, 20]"
19,232,"[53, 136, 26, 128, 210, 268, 123]"
19,240,"[56, 20, 53, 128, 254, 54]"
19,241,"[128, 268, 53, 56, 188, 254, 26, 136, 60, 354, 54, 123, 20]"
19,242,"[128, 268, 60, 210, 136, 26, 20, 53]"
19,244,"[20, 128, 56, 136]"
19,250,"[136, 128, 26, 20, 56, 123]"
19,256,"[20, 128, 53, 136, 26, 123]"
19,257,"[26, 53, 128, 254, 268, 188]"
19,258,"[128, 53, 56, 254, 268]"
19,265,"[254, 20, 128, 123, 136, 268]"
19,268,"[56, 128, 268, 53, 136, 20, 188, 254, 193, 54, 123]"
19,283,"[210, 128, 56, 123, 136]"
19,287,"[254, 123, 20]"
19,293,"[136, 128, 53, 268, 20, 188, 123]"
19,295,"[56, 20, 136, 254]"
19,297,"[136, 128, 53, 123]"
19,298,"[26, 128, 254, 268, 53]"
19,299,"[254, 20, 188, 56, 53, 128, 268, 136]"
19,302,"[20, 56, 136, 1, 128, 26, 123, 60, 54, 268, 188, 193, 300, 254]"
19,305,"[193, 268, 20, 210, 136, 26, 128]"
19,306,"[56, 188, 20, 128, 53, 26]"
19,308,"[193, 56, 26, 430, 123, 268, 136, 188, 128]"
19,312,"[128, 26, 53, 188, 136, 268]"
19,313,"[20, 210, 56, 128, 188, 254]"
19,320,"[128, 430, 254, 20, 136, 268]"
19,324,"[20, 136, 430, 128, 123, 268, 193]"
19,327,"[20, 56, 26, 53, 254, 210]"
19,330,"[268, 123, 188]"
19,332,"[20, 254, 268, 56]"
19,346,"[20, 56, 136, 268, 254, 463]"
19,348,"[56, 20, 128, 430, 254, 268, 188, 53, 123]"
20,2,"[80, 234, 236, 235, 105]"
20,5,"[234, 439, 236, 235, 378]"
20,7,"[236, 235, 234, 141]"
20,9,"[234, 439, 236, 235, 205, 105, 299]"
20,14,"[439, 234, 205, 105, 235, 236, 80]"
20,16,"[439, 234, 235, 236, 105]"
20,19,"[234, 236, 235, 105, 141, 132, 241, 299, 378, 80]"
20,26,"[80, 105, 234, 236, 235, 205, 378]"
20,27,"[234, 236, 235, 105, 241]"
20,29,"[236, 80, 205]"
20,33,"[105, 80, 205, 235, 234, 236]"
20,39,"[358, 105, 234, 235]"
20,41,"[234, 235, 378, 439, 105, 236, 80, 299]"
20,43,"[234, 378, 292, 236, 235, 80, 205]"
20,48,"[234, 235, 236, 105]"
20,53,"[132, 358, 80]"
20,57,"[234, 80, 236, 235, 105, 439, 378]"
20,58,"[439, 235, 236, 234]"
20,64,"[234, 236, 235, 439, 105, 378, 205, 292, 80, 141, 299, 241]"
20,69,"[241, 439, 378, 234, 236, 235, 299, 358]"
20,78,"[234, 105, 236, 235, 205]"
20,81,"[80, 234, 299, 105]"
20,82,"[358, 234, 235, 236]"
20,83,"[439, 80, 241, 234, 236, 235, 105]"
20,84,"[234, 235, 132, 141, 292, 378]"
20,85,"[80, 439, 234, 236, 235]"
20,88,"[234, 236, 48, 358, 292, 378, 241, 205, 132]"
20,90,"[234, 236, 80, 292, 390, 105, 235, 241, 299]"
20,94,"[105, 378, 234, 235, 205, 439]"
20,95,"[80, 205, 292, 132]"
20,98,"[234, 80, 205]"
20,100,"[234, 235, 105, 236, 205]"
20,102,"[234, 48, 236, 235, 105, 205]"
20,104,"[439, 234, 378, 299, 48, 360, 105, 236, 235]"
20,106,"[378, 80, 205, 236]"
20,107,"[292, 236, 235, 234, 205, 241]"
20,108,"[80, 234, 235, 236, 105]"
20,117,"[299, 235, 236]"
20,123,"[439, 105, 234, 235, 378, 236]"
20,124,"[234, 235, 236, 378, 439, 80, 292]"
20,131,"[234, 105, 235, 80]"
20,135,"[234, 236, 378, 235, 105]"
20,136,"[390, 105, 234, 205, 292, 80, 241]"
20,145,"[105, 234, 236, 235, 80, 241]"
20,147,"[234, 378, 236, 235, 439, 132, 299, 205]"
20,148,"[205, 80, 358, 446, 390, 360, 292, 66, 235, 141, 241, 105, 48, 236, 378, 234, 122, 299, 439, 132]"
20,157,"[378, 234, 236, 66, 439, 80, 235, 105, 358]"
20,158,"[439, 234, 80, 236, 292, 141, 299, 235, 241]"
20,160,"[234, 235, 236, 205]"
20,161,"[439, 105, 234, 236, 235, 292, 241, 205, 378, 141, 358, 299, 80]"
20,162,"[439, 105, 80, 299, 234, 235]"
20,164,"[205, 234, 235, 236]"
20,167,"[105, 234, 48, 235, 236, 122, 80, 292, 132, 299, 439, 141, 241, 378]"
20,170,"[122, 439, 48, 292, 66, 80, 299, 390, 205, 132, 241, 378, 141, 358, 105, 360, 446, 234, 236, 235]"
20,171,"[234, 236, 235, 205]"
20,175,"[205, 235, 141]"
20,176,"[48, 236, 235]"
20,180,"[234, 236, 105, 235]"
20,181,"[234, 235, 236, 292, 439, 299, 360, 80, 105, 141]"
20,183,"[299, 234, 236, 235, 80, 378, 66]"
20,185,"[105, 292, 205, 241, 235]"
20,190,"[234, 235, 105, 236, 205]"
20,195,"[378, 80, 105, 236, 234, 235, 299]"
20,196,"[439, 390, 241, 299, 80, 141, 234, 236, 105, 235]"
20,197,"[439, 378, 234, 48, 105, 292, 236, 235, 360]"
20,209,"[234, 236, 235, 439, 378, 241, 390, 205, 105]"
20,213,"[80, 299, 235, 236, 234, 439, 132, 205, 292, 378, 105]"
20,217,"[234, 235, 236, 378, 48]"
20,220,"[122, 234, 378, 236, 235, 358, 439, 105, 205]"
20,224,"[234, 236, 235, 105]"
20,225,"[234, 236, 235, 439, 205, 378]"
20,231,"[439, 234, 105, 236, 378]"
20,232,"[439, 234, 378, 205, 141, 105]"
20,233,"[234, 105, 235, 236]"
20,240,"[234, 235, 80, 439, 236, 141, 390, 241]"
20,241,"[439, 234, 299, 80, 236, 66, 235, 292, 205, 105, 141]"
20,242,"[234, 80, 141, 236, 235]"
20,243,"[439, 234, 236, 105]"
20,256,"[439, 234, 236, 241, 105]"
20,257,"[236, 105, 378, 205, 234, 80, 235]"
20,258,"[234, 378, 80, 446, 205]"
20,265,"[80, 439, 105, 234, 235, 236]"
20,268,"[299, 234, 439, 235, 236, 360, 80, 292, 105]"
20,283,"[234, 235, 236, 105]"
20,287,"[378, 236, 234, 235, 358, 105]"
20,293,"[292, 234, 236, 235, 80, 241, 105]"
20,297,"[439, 234, 236, 235, 105]"
20,298,"[234, 236, 80, 235, 378, 205]"
20,299,"[234, 80, 236]"
20,305,"[141, 235, 236, 299, 234, 439]"
20,306,"[439, 234, 236, 235, 105]"
20,308,"[234, 236, 235, 80, 378, 439, 299]"
20,310,"[439, 234, 235, 236, 105]"
20,313,"[236, 439, 378, 292, 241, 235, 105]"
20,320,"[234, 299, 236, 235, 80]"
20,324,"[105, 80, 241]"
20,327,"[80, 141, 378, 234, 236, 235, 66]"
20,332,"[234, 236, 378, 80, 105, 205]"
20,346,"[292, 80, 234, 378, 236, 235]"
20,348,"[439, 105, 48, 234, 236, 235, 299, 80]"
21,1,"[256, 69, 394, 266, 119, 327, 460, 447, 417, 309, 273, 146]"
21,13,"[266, 273, 394, 177, 256, 447, 119]"
21,15,"[394, 460, 256, 69, 417, 39, 385, 266, 119, 44, 309, 447, 327, 177, 273, 313, 43, 264, 290, 146]"
21,21,"[394, 273, 146, 417, 447]"
21,23,"[417, 460, 273, 266, 327, 309]"
21,31,"[394, 69, 266, 256, 273, 313, 44]"
21,34,"[266, 69, 273, 394, 177]"
21,44,"[394, 447, 256, 177, 417, 273, 313]"
21,60,"[69, 273, 417, 394, 177, 447]"
21,65,"[447, 394, 119, 69, 256, 266, 273, 146, 313, 177]"
21,66,"[256, 394, 266, 460, 447, 69, 313, 327, 309, 146, 273, 417]"
21,75,"[309, 69, 394]"
21,76,"[394, 273, 256, 43, 417, 119, 309, 69, 313, 266, 327, 447, 290, 146, 385]"
21,77,"[273, 256, 313]"
21,83,"[460, 119, 256, 43, 385, 266, 273, 290]"
21,85,"[146, 417, 394, 256]"
21,86,"[273, 417, 256, 460, 394]"
21,89,"[385, 177, 447, 327, 69]"
21,96,"[394, 273, 69, 266]"
21,99,"[394, 256, 273, 460, 69, 327, 313]"
